Number of substitution;Size of text;Size of alphabet;Size of pattern;Type of algorithm;Time(ns)
2;10000;2;2100;Поиск с применением автомата КМП;173229
2;10000;2;2200;Наивный алгоритм;270464
2;10000;2;2200;Алгоритм КМП с применением стандартных граней;175952
2;10000;2;2200;Алгоритм КМП с применением уточненных граней;182927
2;10000;2;2200;Поиск с применением автомата КМП;177618
2;10000;2;2300;Наивный алгоритм;182786
2;10000;2;2300;Алгоритм КМП с применением стандартных граней;220392
2;10000;2;2300;Алгоритм КМП с применением уточненных граней;197202
2;10000;2;2300;Поиск с применением автомата КМП;181831
2;10000;2;2400;Наивный алгоритм;256704
2;10000;2;2400;Алгоритм КМП с применением стандартных граней;190751
2;10000;2;2400;Алгоритм КМП с применением уточненных граней;200289
2;10000;2;2400;Поиск с применением автомата КМП;182589
2;10000;2;2500;Наивный алгоритм;196550
2;10000;2;2500;Алгоритм КМП с применением стандартных граней;245543
2;10000;2;2500;Алгоритм КМП с применением уточненных граней;182761
2;10000;2;2500;Поиск с применением автомата КМП;187289
2;10000;2;2600;Наивный алгоритм;256127
2;10000;2;2600;Алгоритм КМП с применением стандартных граней;184022
2;10000;2;2600;Алгоритм КМП с применением уточненных граней;191360
2;10000;2;2600;Поиск с применением автомата КМП;199246
2;10000;2;2700;Наивный алгоритм;184714
